Museum_Name,Address,City,State,PIN_Code,Opening_Hours,Closing_Hours,Contact_Email,Phone_Number,Full_Address,Latitude,Longitude
Wayanad Heritage Museum,Sultan Bathery,Wayanad,Kerala,673592,9:00 AM,5:00 PM,wayanadheritage@gmail.com,+91-4936-220658,"Sultan Bathery, Wayanad, Kerala, 673592",11.6629136,76.2570217
Nilgiri Documentation Centre,Udhagamandalam,Ooty,Tamil Nadu,643001,10:00 AM,5:00 PM,nilgiridoc@gmail.com,+91-423-2442707,"Udhagamandalam, Ooty, Tamil Nadu, 643001",11.4040343,76.7019038
Siddipet Heritage Museum,Main Road,Siddipet,Telangana,502103,10:30 AM,5:30 PM,siddipetheritage@gmail.com,+91-8457-222675,"Main Road, Siddipet, Telangana, 502103",17.9843941,78.5688333
Tribal Museum Silvassa,Silvassa,Silvassa,Dadra & Nagar Haveli,396230,10:00 AM,6:00 PM,tribalmuseumsilv@gmail.com,+91-260-2642376,"Silvassa, Silvassa, Dadra & Nagar Haveli, 396230",20.2753406,73.0072986
Maritime Heritage Museum,Paradise Beach Road,Pondicherry,Puducherry,605001,9:30 AM,5:30 PM,maritimepondicherry@gmail.com,+91-413-2234871,"Paradise Beach Road, Pondicherry, Puducherry, 605001",11.9313423,79.8356022
Diu Fort Museum,Fort Road,Diu,Daman & Diu,362520,9:00 AM,6:00 PM,diufortmuseum@gmail.com,+91-2875-252653,"Fort Road, Diu, Daman & Diu, 362520",20.7186887,70.9876739
Kamarajar Museum,VOC Street,Virudhunagar,Tamil Nadu,626001,10:00 AM,5:00 PM,kamarajarmuseum@gmail.com,+91-4562-242676,"VOC Street, Virudhunagar, Tamil Nadu, 626001",9.580391,77.9614334
Bhubaneswar Regional Science Centre,Acharya Vihar,Bhubaneswar,Odisha,751013,10:00 AM,6:00 PM,rsc.bbsr@gmail.com,+91-674-2567842,"Acharya Vihar, Bhubaneswar, Odisha, 751013",20.2948132,85.82942589999999
Arakkal Museum,Ayikkara,Kannur,Kerala,670017,9:30 AM,5:00 PM,arakkalmuseum@gmail.com,+91-497-2732389,"Ayikkara, Kannur, Kerala, 670017",11.87768,75.3652656
Maharaja Duleep Singh Museum,Bassian Road,Ludhiana,Punjab,141001,10:00 AM,5:30 PM,duleepsinghmuseum@gmail.com,+91-161-2440091,"Bassian Road, Ludhiana, Punjab, 141001",30.9205631,75.8329122
Rajasthan State Archives Museum,Bikaner House,Jaipur,Rajasthan,302001,10:30 AM,5:00 PM,rsabikanerhouse@gmail.com,+91-141-2576465,"Bikaner House, Jaipur, Rajasthan, 302001",26.9114359,75.7885952
Coorg Heritage Centre,Madikeri Fort,Madikeri,Karnataka,571201,9:00 AM,6:00 PM,coorgheritage@gmail.com,+91-8272-228960,"Madikeri Fort, Madikeri, Karnataka, 571201",12.4211545,75.73871609999999
Chinsurah Dutch Heritage Museum,Hooghly River Bank,Chinsurah,West Bengal,712101,10:00 AM,5:00 PM,chinsurahdutch@gmail.com,+91-33-26807452,"Hooghly River Bank, Chinsurah, West Bengal, 712101",22.9037943,88.3967536
Hazarduari Palace Museum,Killah Nizamat,Murshidabad,West Bengal,742149,10:00 AM,5:00 PM,hazarduarimuseum@gmail.com,+91-3482-270646,"Killah Nizamat, Murshidabad, West Bengal, 742149",24.1883629,88.2686274
Namgyal Institute Museum,Ridge Road,Gangtok,Sikkim,737101,10:00 AM,4:00 PM,namgyalmuseum@gmail.com,+91-3592-203510,"Ridge Road, Gangtok, Sikkim, 737101",27.3314118,88.6166089
Rabindra Bharati Museum,Jorasanko,Kolkata,West Bengal,700007,10:30 AM,4:30 PM,rbmuseum@gmail.com,+91-33-22695242,"Jorasanko, Kolkata, West Bengal, 700007",22.583199,88.3567163
Sitabuldi Fort Museum,Civil Lines,Nagpur,Maharashtra,440001,9:30 AM,5:30 PM,sitabuldifort@gmail.com,+91-712-2560123,"Civil Lines, Nagpur, Maharashtra, 440001",21.152752,79.074743
Udaipur Solar Observatory Museum,Bari Road,Udaipur,Rajasthan,313001,10:00 AM,4:30 PM,udaipursolar@gmail.com,+91-294-2457254,"Bari Road, Udaipur, Rajasthan, 313001",24.6154435,73.6428541
Dinosaur Fossil Museum,Raiyoli Village,Balasinor,Gujarat,388255,9:00 AM,5:30 PM,dinomuseum@gmail.com,+91-2690-267130,"Raiyoli Village, Balasinor, Gujarat, 388255",22.9532413,73.3325516
Martand Sun Temple Museum,Anantnag Road,Anantnag,Jammu & Kashmir,192101,10:00 AM,5:00 PM,martandmuseum@gmail.com,+91-1932-222658,"Anantnag Road, Anantnag, Jammu & Kashmir, 192101",33.6602302,75.1715614
Bhimbetka Interpretation Centre,Bhimbetka,Raisen,Madhya Pradesh,464551,9:00 AM,5:30 PM,bhimbetka@gmail.com,+91-755-2661358,"Bhimbetka, Raisen, Madhya Pradesh, 464551",23.3327329,77.7823973
Munnar Tea Museum,KDHP Road,Munnar,Kerala,685612,9:00 AM,4:00 PM,munnarteamuseum@gmail.com,+91-4865-230561,"KDHP Road, Munnar, Kerala, 685612",10.0889333,77.05952479999999
Folk Art Museum Tezpur,Baan Theatre Road,Tezpur,Assam,784001,10:30 AM,5:00 PM,folkmuseum.tezpur@gmail.com,+91-3712-220453,"Baan Theatre Road, Tezpur, Assam, 784001",26.626823,92.799897
Pattadakal Temple Museum,World Heritage Site,Pattadakal,Karnataka,587201,9:00 AM,6:00 PM,pattadakalmuseum@gmail.com,+91-8354-235496,"World Heritage Site, Pattadakal, Karnataka, 587201",15.9488181,75.8163521
Rashtrapati Nilayam Museum,PNR Colony,Bolarum,Telangana,500010,10:00 AM,5:00 PM,rnilayammuseum@gmail.com,+91-40-27862224,"PNR Colony, Bolarum, Telangana, 500010",17.5170626,78.5149691
Dadhichi Rishi Museum,Nangal Road,Bilaspur,Himachal Pradesh,174001,10:00 AM,5:30 PM,dadhichimuseum@gmail.com,+91-1978-224530,"Nangal Road, Bilaspur, Himachal Pradesh, 174001",31.2488752,76.4804404
Lepakshi Temple Museum,Temple Complex,Lepakshi,Andhra Pradesh,515331,9:30 AM,5:30 PM,lepakshimuseum@gmail.com,+91-8559-276728,"Temple Complex, Lepakshi, Andhra Pradesh, 515331",13.8018322,77.6093732
Allahabad University Museum,Senate House,Prayagraj,Uttar Pradesh,211002,10:00 AM,5:00 PM,aumuseum@gmail.com,+91-532-2461083,"Senate House, Prayagraj, Uttar Pradesh, 211002",25.4712795,81.86486169999999
Kanheri Caves Interpretation Centre,Sanjay Gandhi National Park,Mumbai,Maharashtra,400101,9:00 AM,5:30 PM,kanhericaves@gmail.com,+91-22-28866449,"Sanjay Gandhi National Park, Mumbai, Maharashtra, 400101",19.2204535,72.9128422
Ara Palace Heritage Museum,Ara Palace,Ara,Bihar,802301,10:30 AM,5:00 PM,arapalacemuseum@gmail.com,+91-6182-233457,"Ara Palace, Ara, Bihar, 802301",25.5541358,84.6664797
Maraimalai Adigal Museum,Gandhi Road,Chennai,Tamil Nadu,600015,10:00 AM,5:30 PM,maraimalaimuseum@gmail.com,+91-44-28151324,"Gandhi Road, Chennai, Tamil Nadu, 600015",12.9851919,80.2319539
Salt March Memorial Museum,Dandi,Navsari,Gujarat,396403,9:00 AM,6:00 PM,saltmarchmemorial@gmail.com,+91-2637-223458,"Dandi, Navsari, Gujarat, 396403",20.8854793,72.8574558
Kumaraswamy Temple Museum,Hill Top,Sandur,Karnataka,583119,10:00 AM,5:00 PM,kumaraswamymuseum@gmail.com,+91-8395-260475,"Hill Top, Sandur, Karnataka, 583119",15.0873798,76.5477411
Berhampur Silk Museum,Silk City,Berhampur,Odisha,760001,10:30 AM,5:30 PM,berhampursilk@gmail.com,+91-680-2223657,"Silk City, Berhampur, Odisha, 760001",19.3131336,84.7915999
Spiti Valley Monastery Museum,Key Monastery,Spiti Valley,Himachal Pradesh,172114,9:00 AM,5:00 PM,spitimonastery@gmail.com,+91-1906-222347,"Key Monastery, Spiti Valley, Himachal Pradesh, 172114",32.2978346,78.01193119999999
Tripunithura Hill Palace Archaeological Museum,Hill Palace Road,Kochi,Kerala,682301,9:30 AM,5:00 PM,hillpalace@gmail.com,+91-484-2781113,"Hill Palace Road, Kochi, Kerala, 682301",9.9562299,76.3648769
Temple of Knowledge Museum,PWD Road,Vijayawada,Andhra Pradesh,520010,10:00 AM,6:00 PM,templeofknowledge@gmail.com,+91-866-2578429,"PWD Road, Vijayawada, Andhra Pradesh, 520010",16.5296837,80.6323637
Hawa Mahal Museum,Badi Chaupad,Jaipur,Rajasthan,302002,9:00 AM,4:30 PM,hawamahaljpr@gmail.com,+91-141-2618862,"Badi Chaupad, Jaipur, Rajasthan, 302002",26.9238937,75.8316064
Roerich Estate Museum,Naggar,Kullu,Himachal Pradesh,175130,10:00 AM,5:00 PM,roerichmuseum@gmail.com,+91-1902-248290,"Naggar, Kullu, Himachal Pradesh, 175130",32.1139526,77.1643337
Heritage Centre of Biodiversity,Mupkal Village,Nizamabad,Telangana,503224,10:00 AM,5:30 PM,biodiversitynzb@gmail.com,+91-8462-244579,"Mupkal Village, Nizamabad, Telangana, 503224",18.9115493,78.3572531
Manipal Natural History Museum,University Campus,Manipal,Karnataka,576104,9:30 AM,5:00 PM,naturalhistorympl@gmail.com,+91-820-2922481,"University Campus, Manipal, Karnataka, 576104",13.352384,74.7867838
Vellore Fort Archaeological Museum,Fort Complex,Vellore,Tamil Nadu,632004,9:00 AM,5:30 PM,vellorefortmuseum@gmail.com,+91-416-2242763,"Fort Complex, Vellore, Tamil Nadu, 632004",12.9743721,79.136982
Aravalli Biodiversity Park Museum,DLF Phase 3,Gurugram,Haryana,122002,8:00 AM,6:00 PM,aravallimuseum@gmail.com,+91-124-4233358,"DLF Phase 3, Gurugram, Haryana, 122002",28.4993761,77.10694029999999
Palani Hills Heritage Museum,Kodaikanal Road,Kodaikanal,Tamil Nadu,624101,10:00 AM,5:00 PM,palanihillsmuseum@gmail.com,+91-4542-240763,"Kodaikanal Road, Kodaikanal, Tamil Nadu, 624101",10.247588,77.5189029
Magadh University Museum,University Campus,Bodh Gaya,Bihar,824234,10:30 AM,4:30 PM,magadhmuseum@gmail.com,+91-631-2200456,"University Campus, Bodh Gaya, Bihar, 824234",24.6961343,84.9869547
Zanskar Valley Heritage Centre,Padum,Zanskar,Ladakh,194302,10:00 AM,4:00 PM,zanskarheritage@gmail.com,+91-1985-245132,"Padum, Zanskar, Ladakh, 194302",33.4628013,76.8785819
Abhishek Art Gallery,Sector 17,Chandigarh,Chandigarh,160017,10:00 AM,5:30 PM,abhishekgallery@gmail.com,+91-172-2701876,"Sector 17, Chandigarh, Chandigarh, 160017",30.7410517,76.779015
Nataraja Temple Museum,Temple Complex,Chidambaram,Tamil Nadu,608001,9:00 AM,6:00 PM,natarajatemple@gmail.com,+91-4144-238231,"Temple Complex, Chidambaram, Tamil Nadu, 608001",11.4070449,79.6912455
Khasi Heritage Museum,Police Bazar,Shillong,Meghalaya,793001,10:00 AM,4:30 PM,khasiheritage@gmail.com,+91-364-2225073,"Police Bazar, Shillong, Meghalaya, 793001",25.5779199,91.8837004
Bidri Craft Museum,Fort Road,Bidar,Karnataka,585401,10:00 AM,5:00 PM,bidricraftmuseum@gmail.com,+91-8482-227518,"Fort Road, Bidar, Karnataka, 585401",17.9199864,77.5248354
Government Exhibition Museum,Madurai Road,Salem,Tamil Nadu,636007,10:30 AM,5:30 PM,salemexmuseum@gmail.com,+91-427-2445578,"Madurai Road, Salem, Tamil Nadu, 636007",11.6712526,78.16214370000002
Deccan Archaeological Museum,Nizamia Observatory,Hyderabad,Telangana,500008,10:00 AM,5:30 PM,deccanarch@gmail.com,+91-40-23235624,"Nizamia Observatory, Hyderabad, Telangana, 500008",17.4319634,78.45250899999999
Nurpur Fort Museum,Pathankot Road,Nurpur,Himachal Pradesh,176202,9:30 AM,5:00 PM,nurpurfort@gmail.com,+91-1893-220416,"Pathankot Road, Nurpur, Himachal Pradesh, 176202",32.4423208,75.8916196
Lakshadweep Marine Museum,Kavaratti Island,Kavaratti,Lakshadweep,682555,10:00 AM,5:00 PM,lakshmarinemuseum@gmail.com,+91-4896-262396,"Kavaratti Island, Kavaratti, Lakshadweep, 682555",10.56507,72.64172649999999
Naini Lake Aquatic Museum,Mall Road,Nainital,Uttarakhand,263002,9:00 AM,6:00 PM,nainiaquatic@gmail.com,+91-5942-235218,"Mall Road, Nainital, Uttarakhand, 263002",29.3879281,79.460898
Bundi Palace Museum,Garh Palace,Bundi,Rajasthan,323001,9:30 AM,5:00 PM,bundipalace@gmail.com,+91-747-2442328,"Garh Palace, Bundi, Rajasthan, 323001",25.44882,75.635538
Bhagwan Mahavir Government Museum,Chaura Maidan,Shimla,Himachal Pradesh,171004,10:00 AM,5:00 PM,mahavirmuspelp@gmail.com,+91-177-2653225,"Chaura Maidan, Shimla, Himachal Pradesh, 171004",31.1029251,77.1499544
Rajiv Gandhi Museum of Natural History,Sawai Man Singh Road,Mysore,Karnataka,570001,10:30 AM,5:30 PM,rgmnh@gmail.com,+91-821-2444328,"Sawai Man Singh Road, Mysore, Karnataka, 570001",12.3288067,76.6611278
Hazara Arts Museum,Lawrence Road,Amritsar,Punjab,143001,10:00 AM,6:00 PM,hazaraarts@gmail.com,+91-183-2226584,"Lawrence Road, Amritsar, Punjab, 143001",31.6448909,74.8770613
Folklore Museum of Goa,Main Road,Pernem,Goa,403512,9:30 AM,5:30 PM,goafolklore@gmail.com,+91-832-2254176,"Main Road, Pernem, Goa, 403512",15.6975616,73.7714032
Bastar Tribal Art Museum,MG Road,Jagdalpur,Chhattisgarh,494001,10:00 AM,5:00 PM,bastartribalart@gmail.com,+91-7782-229456,"MG Road, Jagdalpur, Chhattisgarh, 494001",19.0887704,82.023884
Kinnaur Heritage Museum,Reckong Peo Town,Kinnaur,Himachal Pradesh,172107,10:00 AM,4:30 PM,kinnaurheritage@gmail.com,+91-1786-222418,"Reckong Peo Town, Kinnaur, Himachal Pradesh, 172107",31.5390437,78.2675478
Alampur Museum,Jogulamba Temple,Alampur,Telangana,509152,9:00 AM,5:30 PM,alampurmuseum@gmail.com,+91-8541-277892,"Jogulamba Temple, Alampur, Telangana, 509152",15.8769909,78.1346258
Kangla Fort Museum,Palace Compound,Imphal,Manipur,795001,9:30 AM,4:30 PM,kanglafortmuseum@gmail.com,+91-385-2446324,"Palace Compound, Imphal, Manipur, 795001",24.796939,93.9511225
Rishi Valley Museum of Art,Education Centre,Madanapalle,Andhra Pradesh,517352,10:00 AM,4:00 PM,rvmuseum@gmail.com,+91-8571-226037,"Education Centre, Madanapalle, Andhra Pradesh, 517352",13.5560496,78.50100069999999
Jamia Millia Islamia Museum,Jamia Nagar,New Delhi,Delhi,110025,10:00 AM,5:00 PM,jamiamuseum@gmail.com,+91-11-26981717,"Jamia Nagar, New Delhi, Delhi, 110025",28.5538528,77.295553
Kargil War Memorial Museum,Drass,Kargil,Ladakh,194103,9:00 AM,6:00 PM,kargilmemorial@gmail.com,+91-1985-231018,"Drass, Kargil, Ladakh, 194103",34.4269074,75.74587079999999
Qutub Archaeological Museum,Qutub Complex,New Delhi,Delhi,110030,10:00 AM,5:00 PM,qutubmuseum@gmail.com,+91-11-26526774,"Qutub Complex, New Delhi, Delhi, 110030",28.524426,77.1852057
Bir Moti Bagh Palace Museum,Palace Road,Patiala,Punjab,147001,9:30 AM,5:00 PM,motibagh@gmail.com,+91-175-2310417,"Palace Road, Patiala, Punjab, 147001",30.3590456,76.3993896
Limca Book of Records Gallery,Connaught Place,New Delhi,Delhi,110001,11:00 AM,7:00 PM,limcagallery@gmail.com,+91-11-23416223,"Connaught Place, New Delhi, Delhi, 110001",28.6304203,77.21772159999999
Thanjavur Maratha Palace Museum,East Main Street,Thanjavur,Tamil Nadu,613001,9:00 AM,5:30 PM,marathapalace@gmail.com,+91-4362-240864,"East Main Street, Thanjavur, Tamil Nadu, 613001",10.7921668,79.1379338
Elephanta Caves Interpretation Centre,Elephanta Island,Mumbai,Maharashtra,400094,9:30 AM,5:30 PM,elephantacaves@gmail.com,+91-22-22044040,"Elephanta Island, Mumbai, Maharashtra, 400094",18.9667867,72.93815359999999
Veerabhadra Temple Museum,Temple Complex,Lepakshi,Andhra Pradesh,515331,9:00 AM,6:00 PM,veerabhadramuseum@gmail.com,+91-8559-276324,"Temple Complex, Lepakshi, Andhra Pradesh, 515331",13.8018322,77.6093732
Raghunathji Temple Museum,Temple Road,Jammu,Jammu & Kashmir,180001,8:00 AM,8:00 PM,raghunathjimuseum@gmail.com,+91-191-2546234,"Temple Road, Jammu, Jammu & Kashmir, 180001",32.734831,74.86430059999999
Dakshineshwar Heritage Gallery,Temple Complex,Kolkata,West Bengal,700076,6:00 AM,12:00 PM,dakshineshwargallery@gmail.com,+91-33-25646464,"Temple Complex, Kolkata, West Bengal, 700076",22.6583005,88.36014589999999
ONGC Oil Museum,Uran Plant,Raigad,Maharashtra,400702,10:00 AM,4:00 PM,ongcmuseum@gmail.com,+91-22-27222018,"Uran Plant, Raigad, Maharashtra, 400702",18.8772346,72.9283391
Kalchuri Rulers Museum,Jabalpur Road,Tripuri,Madhya Pradesh,482001,10:00 AM,5:30 PM,kalchurimuseum@gmail.com,+91-761-2625341,"Jabalpur Road, Tripuri, Madhya Pradesh, 482001",23.1754595,79.9586831
Lonar Crater Museum,Crater Site,Buldhana,Maharashtra,443301,9:00 AM,5:00 PM,lonarcratermuseum@gmail.com,+91-7262-222845,"Crater Site, Buldhana, Maharashtra, 443301",20.1474071,76.5950555
Rajwada Palace Museum,Khajuri Bazaar,Indore,Madhya Pradesh,452002,10:30 AM,5:00 PM,rajwadamuseum@gmail.com,+91-731-2452170,"Khajuri Bazaar, Indore, Madhya Pradesh, 452002",22.7193684,75.8526692
Shimoga District Museum,Nehru Road,Shivamogga,Karnataka,577201,10:00 AM,5:30 PM,shimogamuseum@gmail.com,+91-8182-273048,"Nehru Road, Shivamogga, Karnataka, 577201",13.9344262,75.5725396
Sabarmati Gandhi Museum,Ashram Road,Ahmedabad,Gujarat,380027,8:30 AM,6:30 PM,sabarmatigandhi@gmail.com,+91-79-27557277,"Ashram Road, Ahmedabad, Gujarat, 380027",23.0584871,72.5781467
Kashi Vishwanath Corridor Museum,Temple Complex,Varanasi,Uttar Pradesh,221001,6:00 AM,10:00 PM,kvmuseum@gmail.com,+91-542-2392629,"Temple Complex, Varanasi, Uttar Pradesh, 221001",25.3222339,83.0148222
Khaas Bagh Palace Museum,Tonk Road,Jaipur,Rajasthan,302011,10:00 AM,5:00 PM,khaasbagh@gmail.com,+91-141-2743400,"Tonk Road, Jaipur, Rajasthan, 302011",26.8233675,75.7951055
Nal Sarovar Bird Sanctuary Museum,Nal Sarovar,Ahmedabad,Gujarat,382260,8:00 AM,6:00 PM,nalsarovarmuseum@gmail.com,+91-2714-282221,"Nal Sarovar, Ahmedabad, Gujarat, 382260",22.828541,72.4376499
Parvati Hill Museum,Parvati Hill,Pune,Maharashtra,411009,9:00 AM,6:00 PM,parvatimuseum@gmail.com,+91-20-24456538,"Parvati Hill, Pune, Maharashtra, 411009",18.4949019,73.8441118
Gympie Gold Museum,Gold Town,Kolar,Karnataka,563101,10:00 AM,5:00 PM,kgfmuseum@gmail.com,+91-8153-260478,"Gold Town, Kolar, Karnataka, 563101",13.1362143,78.12909859999999
Padmaja Naidu Himalayan Zoological Park Museum,Jawahar Parbat,Darjeeling,West Bengal,734101,8:30 AM,4:30 PM,pnhzpmuseum@gmail.com,+91-354-2252694,"Jawahar Parbat, Darjeeling, West Bengal, 734101",27.0590663,88.25402749999999
Sussex of India Museum,NDA Road,Khadakwasla,Maharashtra,411023,10:00 AM,5:00 PM,sussexmuseum@gmail.com,+91-20-26882340,"NDA Road, Khadakwasla, Maharashtra, 411023",18.467567,73.7844923
Viratnagar Archaeological Museum,Bairath,Jaipur,Rajasthan,303104,10:30 AM,5:00 PM,viratnagar@gmail.com,+91-1422-264132,"Bairath, Jaipur, Rajasthan, 303104",27.4315897,76.1793951
Changampuzha Memorial Museum,Edappally,Kochi,Kerala,682024,9:30 AM,5:30 PM,changampuzha@gmail.com,+91-484-2337130,"Edappally, Kochi, Kerala, 682024",10.0317483,76.30872819999999
Vallarpadam Church Museum,Church Compound,Kochi,Kerala,682504,9:00 AM,6:00 PM,vallarpadammuseum@gmail.com,+91-484-2316420,"Church Compound, Kochi, Kerala, 682504",9.9965631,76.2508086
Gottipati Science Centre,University Campus,Rajahmundry,Andhra Pradesh,533103,10:00 AM,5:00 PM,gottipatiscience@gmail.com,+91-883-2475632,"University Campus, Rajahmundry, Andhra Pradesh, 533103",17.0048735,81.79100500000001
Mawsmai Cave Interpretation Centre,Mawsmai Village,Cherrapunjee,Meghalaya,793108,10:00 AM,4:30 PM,mawsmaicentre@gmail.com,+91-3637-270186,"Mawsmai Village, Cherrapunjee, Meghalaya, 793108",25.2702095,91.7322884
Kanakakunnu Palace Museum,Palace Road,Thiruvananthapuram,Kerala,695033,10:00 AM,5:30 PM,kanakakunnu@gmail.com,+91-471-2332897,"Palace Road, Thiruvananthapuram, Kerala, 695033",8.6940454,76.8126671
Cheriyal Mask Painting Museum,Jangaon Road,Warangal,Telangana,506002,10:30 AM,5:00 PM,cheriyalmuseum@gmail.com,+91-870-2578623,"Jangaon Road, Warangal, Telangana, 506002",17.9750561,79.5996716
Handloom Heritage Centre,Pochampally,Yadadri,Telangana,508284,9:30 AM,5:30 PM,pochampallytextiles@gmail.com,+91-8685-245876,"Pochampally, Yadadri, Telangana, 508284",17.3466409,78.81944539999999
Ramoji Film City Museum,Ramoji Film City,Hyderabad,Telangana,501512,10:00 AM,7:00 PM,rfcmuseum@gmail.com,+91-40-23403366,"Ramoji Film City, Hyderabad, Telangana, 501512",17.2641373,78.6818239
Gangapur Dam Interpretation Centre,Gangapur Road,Nashik,Maharashtra,422222,9:00 AM,5:00 PM,gangapurcentre@gmail.com,+91-253-2576421,"Gangapur Road, Nashik, Maharashtra, 422222",20.0404713,73.6888885
Narmada Valley Civilization Museum,Narmada Road,Indore,Madhya Pradesh,452001,10:30 AM,5:30 PM,narmadamuseum@gmail.com,+91-731-2538426,"Narmada Road, Indore, Madhya Pradesh, 452001",22.6363642,75.8121358
Bhitarkanika Wildlife Museum,Bhitarkanika National Park,Kendrapara,Odisha,754250,8:30 AM,5:00 PM,bhitarkanikawildlife@gmail.com,+91-6729-271134,"Bhitarkanika National Park, Kendrapara, Odisha, 754250",20.7212646,86.86746819999999
Kangchenjunga Biodiversity Museum,Yuksom Road,Pelling,Sikkim,737113,9:30 AM,4:30 PM,kanchenmuseum@gmail.com,+91-3595-258111,"Yuksom Road, Pelling, Sikkim, 737113",27.3724262,88.2229909
National Centre for Antarctic Research Museum,Vasco Da Gama,South Goa,Goa,403802,10:00 AM,5:30 PM,antarcticmuseum@gmail.com,+91-832-2520876,"Vasco Da Gama, South Goa, Goa, 403802",15.3966057,73.8242621
Parambikulam Tiger Reserve Interpretation Centre,Parambikulam,Palakkad,Kerala,678661,8:00 AM,4:00 PM,parambikulammuseum@gmail.com,+91-4253-245025,"Parambikulam, Palakkad, Kerala, 678661",10.4453559,76.8062748
Nehru Science Museum Lucknow,Nehru Road,Lucknow,Uttar Pradesh,226001,10:00 AM,5:00 PM,nehruscienceluknow@gmail.com,+91-522-2617902,"Nehru Road, Lucknow, Uttar Pradesh, 226001",26.829884,80.942809
Nilambur Teak Museum,Teak Plantation,Nilambur,Kerala,679329,9:00 AM,5:00 PM,nilamburteak@gmail.com,+91-4931-230250,"Teak Plantation, Nilambur, Kerala, 679329",11.2844385,76.2151623
Banswara Tribal Museum,Banswara Road,Banswara,Rajasthan,327001,10:00 AM,5:30 PM,banswaratribal@gmail.com,+91-2962-243516,"Banswara Road, Banswara, Rajasthan, 327001",23.5273912,74.4239876
Himalayan Centre for Folk Arts,Ridge,Shimla,Himachal Pradesh,171001,10:00 AM,5:00 PM,himachalfolkarts@gmail.com,+91-177-2652418,"Ridge, Shimla, Himachal Pradesh, 171001",31.1048001,77.1746678
Navdurga Temple Museum,Temple Complex,Jaisalmer,Rajasthan,345001,9:00 AM,6:00 PM,navdurgamuseum@gmail.com,+91-2992-254123,"Temple Complex, Jaisalmer, Rajasthan, 345001",26.9157487,70.9083443
Rann of Kutch White Desert Museum,Bhuj Road,Kutch,Gujarat,370001,10:00 AM,6:00 PM,rannmuseum@gmail.com,+91-2834-271426,"Bhuj Road, Kutch, Gujarat, 370001",23.2444959,69.8230311
Queen's Step Well Museum,Rani-ki-Vav,Patan,Gujarat,384265,9:00 AM,5:30 PM,ranikvavmuseum@gmail.com,+91-2766-233714,"Rani-ki-Vav, Patan, Gujarat, 384265",23.858924,72.101933
Sangeet Natak Akademi Gallery,Rabindra Bhavan,New Delhi,Delhi,110001,11:00 AM,6:00 PM,sangeetnatakgallery@gmail.com,+91-11-23387246,"Rabindra Bhavan, New Delhi, Delhi, 110001",28.6249264,77.2313994
Kundalika River Valley Museum,Kundalika Road,Kolad,Maharashtra,402304,9:30 AM,5:30 PM,kundalikamuseum@gmail.com,+91-2194-266458,"Kundalika Road, Kolad, Maharashtra, 402304",18.4077066,73.2101837
Mudumalai Wildlife Interpretation Centre,Mudumalai,Nilgiris,Tamil Nadu,643223,8:00 AM,5:00 PM,mudumalaimuseum@gmail.com,+91-423-2546233,"Mudumalai, Nilgiris, Tamil Nadu, 643223",11.5529596,76.6181655
Chhattisgarh Science Centre,VIP Road,Raipur,Chhattisgarh,492007,10:00 AM,5:30 PM,cgsciencecentre@gmail.com,+91-771-2512713,"VIP Road, Raipur, Chhattisgarh, 492007",21.2239717,81.6877954
Dakshinachitra Craft Museum,East Coast Road,Chennai,Tamil Nadu,603118,10:00 AM,6:00 PM,dakshinachitracraft@gmail.com,+91-44-27472603,"East Coast Road, Chennai, Tamil Nadu, 603118",12.910636,80.2500323
Sundarbans Mangrove Interpretation Centre,Gosaba,South 24 Parganas,West Bengal,743370,9:00 AM,4:30 PM,sundarbancentre@gmail.com,+91-3218-222167,"Gosaba, South 24 Parganas, West Bengal, 743370",22.1652274,88.80789829999999
Salim Ali Bird Sanctuary Museum,Dr. Salim Ali Bird Sanctuary,Goa,Goa,403110,8:30 AM,5:30 PM,salimaligoa@gmail.com,+91-832-2462153,"Dr. Salim Ali Bird Sanctuary, Goa, Goa, 403110",15.5130468,73.8704154
Himalayan Tribal Heritage Museum,Solang Valley Road,Manali,Himachal Pradesh,175131,9:30 AM,5:30 PM,manaliheritage@gmail.com,+91-1902-252437,"Solang Valley Road, Manali, Himachal Pradesh, 175131",32.3306795,77.1478348
Gautala Wildlife Museum,Gautala Autramghat,Aurangabad,Maharashtra,431001,8:00 AM,5:00 PM,gautalamuseum@gmail.com,+91-240-2334753,"Gautala Autramghat, Aurangabad, Maharashtra, 431001",19.8756639,75.3393162
Vaigai Dam Interpretation Centre,Vaigai Dam,Theni,Tamil Nadu,625562,9:00 AM,6:00 PM,vaigaidammuseum@gmail.com,+91-4546-252318,"Vaigai Dam, Theni, Tamil Nadu, 625562",10.0536633,77.5897123
Handloom Textile Museum,Erode Road,Salem,Tamil Nadu,636007,10:00 AM,5:30 PM,salemtextilemuseum@gmail.com,+91-427-2417856,"Erode Road, Salem, Tamil Nadu, 636007",11.6458519,78.15488900000001
Mussoorie Heritage Centre,Library Bazaar,Mussoorie,Uttarakhand,248179,10:00 AM,6:00 PM,mussoorieheritage@gmail.com,+91-135-2632903,"Library Bazaar, Mussoorie, Uttarakhand, 248179",30.4602549,78.06394499999999
Damodar Valley Corporation Museum,DVC Colony,Maithon,Jharkhand,828207,10:30 AM,5:00 PM,dvcmuseum@gmail.com,+91-6540-275114,"DVC Colony, Maithon, Jharkhand, 828207",23.7277075,86.84446489999999
